permit_date,permit_type,city,county,construction_cost,sqft,pitch_angle
2026-01-29,New,Toms River,OCEAN,185550,1120,"Targeted mortgage protection and whole life insurance from NYL can shield your family if the worst happens, while whole life offers cash value growth. Protect what you've built in Toms River with comp"
2026-01-29,Alteration,Jackson,OCEAN,172000,0,"Given your recent home improvements worth $172,000, consider protecting this investment with a mortgage protection term life insurance and a whole life policy from New York Life to ensure your family'"
2026-02-04,New,Beachwood,OCEAN,157000,1652,"New homeowner in Beachwood NJ, consider protecting your new home with mortgage protection and a whole life policy from New York Life to ensure your family's financial security."
2026-01-27,Alteration,Lacey,OCEAN,147001,0,"Lacey homeowner, with a recent alteration permit, consider adding mortgage protection and whole life insurance from New York Life to secure your family's future and protect your home investment."
2026-01-30,New,Lakewood,OCEAN,140100,1,"Targeted mortgage protection and whole life insurance from NYL can safeguard your family's future with a $140,100 policy, ensuring they're covered if the unexpected happens."
2026-01-29,New,Lakewood,OCEAN,131000,1,"With a new $131,000 home loan, consider mortgage protection and life insurance to secure your family's financial future. Whole life can also grow alongside your wealth for long-term security. Let's re"
2026-01-29,Alteration,Lakewood,OCEAN,125000,0,"Given your recent home improvement project, consider adding mortgage protection and term/whole life insurance from New York Life to secure your family's future. Protecting your home investment and ens"
2026-01-27,Addition,Toms River,OCEAN,125000,207,"With a home improvement project underway, consider mortgage protection and life insurance to secure your family's financial future. Whole life from NYL can provide peace of mind and long-term value."
2026-01-29,Addition,Toms River,OCEAN,121100,50,"Targeted mortgage protection and whole life insurance from New York Life can safeguard your family's future if the worst happens, while also providing a potential cash value that could help with unexp"
2026-01-28,Addition,Lakewood,OCEAN,117500,1065,"With a recent addition to your home valued at $117,500, mortgage protection and whole life insurance from New York Life can help protect your family's financial future if something unexpected happens "
2026-01-30,Alteration,Jackson,OCEAN,103120,0,"Given your recent alteration work, consider protecting your mortgage with a Term Life Insurance policy from New York Life. A Whole Life policy can also offer cash value growth and potentially lower pr"
2026-01-29,Alteration,Mantoloking,OCEAN,98850,0,"Given the recent home improvements and potential financial risks, consider adding mortgage protection, term life insurance to cover your house payment, and whole life insurance for long-term financial"
2026-01-29,Addition,Brick,OCEAN,96875,266,"Targeted mortgage protection and life insurance from NYL can shield your family if the worst happens, while a Whole Life policy grows to cover future needs like college funds. Secure your peace of min"
2026-01-26,Addition,Stafford,OCEAN,95800,1183,Targeted mortgage protection and life insurance can safeguard your family's financial future. Pair that with Whole Life Insurance from NYL for cash value growth. Protect what matters most. Schedule a 
2026-01-29,Addition,Lakewood,OCEAN,85000,1559,"With a recent addition to your home valued at $85,000, consider protecting this investment with a term life insurance policy from New York Life. For long-term peace of mind, our whole life insurance c"
2026-01-28,Alteration,Plumsted,OCEAN,84100,0,Consider protecting your mortgage with our mortgage protection term life insurance and grow your wealth with whole life from New York Life. Protect your family and secure your financial future.
2026-01-30,Alteration,Jackson,OCEAN,80000,0,"With a major home improvement project underway, consider adding mortgage protection and term life insurance to cover your family if the worst happens. For long-term security, whole life insurance can "
2026-01-30,New,Woodbridge,MIDDLESEX,15608480,178560,"Targeted mortgage protection and comprehensive life insurance plans can safeguard your family's future. With a home value of $15.6M in Woodbridge NJ, consider Whole Life Insurance for long-term financ"
2026-01-27,Alteration,Woodbridge,MIDDLESEX,2020000,0,Targeted mortgage protection and whole life insurance from New York Life can secure your family's future if the unexpected happens while you're building equity in your $2M home in Woodbridge NJ.
2026-01-27,Alteration,Carteret,MIDDLESEX,700000,0,"Given your recent home improvements, consider protecting your mortgage investment with a $700,000 term life policy, complemented by our whole life option for long-term security and potential cash valu"
2026-02-06,Alteration,Edison,MIDDLESEX,601249,0,Targeted mortgage protection and comprehensive life insurance with Whole Life from New York Life can provide financial security for your home in Edison NJ. Protect your family's future and peace of mi
2026-01-29,Alteration,Edison,MIDDLESEX,533560,0,"Given your recent home improvement project and the value added to your property with a $533,560 alteration, consider protecting what you've built with mortgage protection, life insurance, and whole li"
2026-01-29,Addition,Woodbridge,MIDDLESEX,496500,2317,"Given your recent home improvement project, consider adding mortgage protection and whole life insurance from New York Life to secure your financial future and protect your family's home."
2026-02-06,New,Edison,MIDDLESEX,492000,3745,"Targeted mortgage protection and whole life insurance from NYL can secure your family's future if the unthinkable happens, while also providing long-term financial stability with cash value growth."
2026-01-30,New,Edison,MIDDLESEX,436000,5166,"Targeted mortgage protection with a $436,000 term life policy ensures your family is covered if the worst happens. Pair it with a whole life policy for long-term growth and cash value. Protect what yo"
2026-02-04,Alteration,Edison,MIDDLESEX,372750,0,"Given your recent home improvements, consider adding mortgage protection and term life insurance to cover your loan. For long-term security, a whole life policy can build cash value while protecting y"
2026-02-04,Addition,Metuchen,MIDDLESEX,352600,331,"Given your recent addition permit ($352,600), consider mortgage protection and life insurance to secure your home's value. Whole life can also grow in cash value, providing long-term financial stabili"
2026-01-27,Addition,Edison,MIDDLESEX,279000,7682,"Given your recent home improvements and the value added to your property with the $279,000 addition, it's important to protect what you've invested. A mortgage protection policy or a whole life insura"
2026-01-29,Addition,Edison,MIDDLESEX,191000,2948,"Leverage your home improvement project with mortgage protection and life insurance to secure your family's financial future, or consider whole life for comprehensive wealth accumulation. Let's discuss"
2026-01-30,Alteration,Old Bridge,MIDDLESEX,180000,0,"With a new $180,000 home renovation in Old Bridge, NJ, consider mortgage protection and whole life insurance to secure your financial future and protect your family's peace of mind."
2026-01-29,Alteration,South Brunswick,MIDDLESEX,178500,0,"Targeted mortgage and life insurance protection with our Whole Life policy can secure your family's future, providing up to $250,000 in coverage. Protection starts at just $178.50/month."
2026-02-05,Addition,Edison,MIDDLESEX,169000,717,"Given your recent home improvements, consider protecting your investment with mortgage-term life insurance or a whole life policy from New York Life. Protect your family and home finances in case of t"
2026-01-30,Alteration,Metuchen,MIDDLESEX,167000,0,"With a recent home improvement project and a new alteration permit in Metuchen NJ, consider adding mortgage protection or term life insurance to secure your family's financial future. Whole life insur"
2026-01-28,Alteration,Woodbridge,MIDDLESEX,165000,0,Review your current home insurance and consider adding mortgage protection and a whole life policy from New York Life to secure your family's future.
2026-02-06,Alteration,Edison,MIDDLESEX,162750,0,"Given your recent home improvements, consider protecting your mortgage investment with a Term Life Insurance policy from New York Life, ensuring your family's financial security if the unexpected occu"
2026-01-28,Addition,Old Bridge,MIDDLESEX,112700,303,"With a new addition on your horizon, consider adding mortgage protection and life insurance to cover your home loan. Whole life insurance can also grow in value, providing long-term security for your "
2026-01-27,Alteration,Monroe Twp,MIDDLESEX,104000,0,"Given your recent home improvement project, consider protecting your investment with a mortgage protection term life policy, a comprehensive whole life policy for long-term financial security, and a f"
2026-02-03,Addition,Edison,MIDDLESEX,95700,0,"Targeted mortgage protection and life insurance solutions from New York Life can help secure your family's future. With a $95,700 addition in Edison NJ, consider our term and whole life options for co"
2026-01-30,Addition,Metuchen,MIDDLESEX,91800,413,"Targeted mortgage protection and whole life insurance can safeguard your family's financial future if the unthinkable happens. With a new addition, protect your investment and ensure your home is cove"
2026-01-27,Alteration,New Brunswick,MIDDLESEX,90300,0,"Given your recent home improvement project and the value added to your property with the $90,300 alteration, consider protecting that investment with mortgage life insurance from New York Life, ensuri"
2026-01-28,Alteration,Woodbridge,MIDDLESEX,87100,0,Explore mortgage protection and life insurance to secure your home. Whole life insurance from New York Life can grow with you while providing a cash value component and permanent coverage. Protect wha
2026-01-30,Alteration,Edison,MIDDLESEX,83000,0,"Given your recent home improvement project, consider protecting your investment with mortgage protection and life insurance from New York Life. Whole life can also build cash value over time. Let's di"
