permit_date,permit_type,city,county,construction_cost,sqft,pitch_angle
2026-01-29,Demolition,Oceanport,MONMOUTH,300000,0,Targeted mortgage protection and life insurance from New York Life can ensure your family's financial security if the worst happens. Consider adding Whole Life Insurance for long-term growth alongside
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Targeted demolition project? Protect your family's financial future with Mortgage Protection Term, complemented by a Whole Life policy for long-term security and our Fixed Indexed Annuity for potentia"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Oceanport homeowner, securing a $300,000 demolition permit means your family's future needs protecting. Let’s review how term and whole life insurance, plus mortgage protection, can ensure your loved "
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Targeted mortgage and life insurance to protect your home and family, plus grow wealth with Whole Life from New York Life. Protection for now, growth for later."
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent demolition project, consider protecting your investment with a mortgage protection policy and life insurance from New York Life. A Whole Life policy can also build cash value over ti"
2026-01-30,New,Holmdel,MONMOUTH,280100,816,"With a new home and significant investment, mortgage protection and life insurance from NYL can secure your family's financial future. Consider adding Whole Life to grow your wealth while protecting w"
2026-01-28,New,Manalapan,MONMOUTH,277826,3107,"Tap into our mortgage protection and life insurance solutions to secure your family's future. With a $277,826 home improvement project in Manalapan NJ, consider Whole Life from NYL for comprehensive c"
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,"Targeted mortgage protection with a $270,826 term policy plus comprehensive whole life insurance from New York Life to secure your family's future."
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,"New homeowner in Manalapan NJ, protecting your home with $270,826 mortgage coverage. Enhance with life insurance and whole life options from NYL for comprehensive financial security."
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,"Targeted mortgage protection and whole life insurance solutions can safeguard your family's financial future, especially with a recent $270,826 home improvement project in Manalapan NJ. Let's discuss "
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,"Targeted mortgage protection and life insurance from New York Life can help cover your mortgage if the worst happens, while whole life insurance grows cash value over time. Protect what matters most w"
2026-01-30,New,Manalapan,MONMOUTH,235000,3887,Protect your family's future with mortgage protection and life insurance from NYL. Lock in a whole life policy to build long-term wealth. Call for a free consult.
2026-01-27,Addition,Holmdel,MONMOUTH,235000,5082,"Holmdel homeowner, securing your family's future with a new addition starts with protecting what you've built. Consider mortgage protection and whole life insurance from New York Life to ensure your h"
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,"With a $200,000 home improvement project underway, consider adding mortgage protection and life insurance to secure your family's financial future. Whole life insurance from New York Life can also gro"
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,"With a recent home improvement project valued at $200,000, consider mortgage protection and life insurance to safeguard your investment. Whole life from New York Life can provide both liquidity and lo"
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,Targeted mortgage protection and comprehensive life insurance solutions from New York Life can shield your family from financial hardship if the worst happens. Pair that with our Whole Life Insurance 
2026-01-29,Alteration,Little Silver,MONMOUTH,165500,0,"Given your recent home improvements and the value of your property increasing to $794,000, consider protecting what you've built with mortgage protection, life insurance, and a Whole Life policy from "
2026-01-30,Addition,Manasquan,MONMOUTH,164500,410,Explore how a mortgage protection policy and whole life insurance from New York Life can secure your family's financial future while leveraging the investment benefits of our whole life policy.
2026-01-29,Alteration,Manalapan,MONMOUTH,153000,0,Consider adding mortgage protection and whole life insurance to your financial portfolio to secure your family's future and protect your home in Manalapan NJ.
2026-01-30,Alteration,Manalapan,MONMOUTH,150000,0,"Review your current home insurance and consider adding mortgage protection and term life insurance to cover your family if something happens to you. Also, explore whole life insurance for long-term sa"
2026-01-30,Alteration,Manalapan,MONMOUTH,150000,0,"Given your recent home improvement project, consider adding mortgage protection and whole life insurance from New York Life to safeguard your investment and protect your family's future."
2026-01-27,Alteration,Wall Twp,MONMOUTH,131226,0,"Given your recent home purchase in Wall Twp NJ, protecting your mortgage with a term life insurance policy and considering whole life options can provide financial security for you and your family. If"
2026-01-27,Alteration,Wall Twp,MONMOUTH,131226,0,"With a recent alteration permit and your home as an asset, consider mortgage protection and life insurance to secure your financial future, or explore whole life for long-term growth alongside protect"
2026-01-30,Alteration,Holmdel,MONMOUTH,121400,0,"Holmdel homeowner, protecting your home means protecting what you've built. Consider adding New York Life's mortgage protection and whole life insurance to secure your family's future."
2026-01-27,Alteration,Wall Twp,MONMOUTH,112945,0,"Considering your recent home improvements and alteration permits in Wall Twp, NJ, mortgage protection and life insurance can help safeguard your home's value, while a Whole Life policy from New York L"
2026-01-28,Alteration,Atlantic Highlands,MONMOUTH,109000,612,"Given your recent home improvement project, consider protecting what you've built with a mortgage protection term life insurance policy and a whole life policy from New York Life. Both can provide fin"
2026-01-30,Alteration,Marlboro,MONMOUTH,92900,0,"New homeowner in Marlboro NJ, consider protecting your mortgage with a term life policy, enhance your savings with our whole life options, and ensure your family's financial security with comprehensiv"
2026-01-29,Alteration,Howell,MONMOUTH,90500,0,"Considering your recent home improvements and $90,500 alteration project, mortgage protection and a whole life policy can safeguard your family's financial future. Let’s discuss how New York Life can "
2026-01-30,Alteration,Manalapan,MONMOUTH,88000,0,Targeted mortgage and life insurance protection with Whole Life from New York Life can secure your family's financial future after a home improvement mishap or tragedy.
2026-01-27,Alteration,Upper Freehold,MONMOUTH,84981,0,"Review your mortgage and consider adding a term life policy to cover your home loan, plus a Whole Life policy for long-term financial security."
2026-01-27,Alteration,Howell,MONMOUTH,84000,0,"Considering your recent home improvements, protecting your investment with mortgage protection and whole life insurance from New York Life could be wise."
2026-01-28,Alteration,Beach Haven,OCEAN,6164987,1014,"Given the significant home improvement project, suggest a mortgage protection plan and term life insurance to cover the remaining mortgage. For long-term security, recommend a Whole Life policy with N"
2026-01-28,New,Lakewood,OCEAN,3000000,16474,"Lakewood homeowner, with a new $3M home improvement project, consider protecting your financial future with a mortgage protection term policy, a comprehensive whole life insurance plan, or a Whole Lif"
2026-01-30,Alteration,Toms River,OCEAN,1720907,0,"Targeted mortgage protection and whole life insurance can provide financial security for your home in Toms River, NJ, covering the remaining mortgage if something unexpected happens to you or a spouse"
2026-02-02,New,Mantoloking,OCEAN,1399000,216,"Targeted mortgage protection and whole life insurance from NYL can safeguard your family's future while building wealth, especially with a home value of $1,399,000 in Mantoloking NJ. Let’s discuss how"
2026-01-30,New,Stafford,OCEAN,962220,3649,Targeted mortgage protection and life insurance can secure your home's equity for your family. Consider Whole Life from NYL for permanent coverage and potential cash value growth. Protect what matters
2026-01-30,Alteration,Jackson,OCEAN,630000,0,"Given your recent home improvement project and the value of your property ($630,000), it's crucial to protect what you've invested. We can customize a mortgage protection plan and consider whole life "
2026-01-29,Alteration,Jackson,OCEAN,515000,0,"Given your recent home improvements and the value of your property ($515,000 alteration permit), consider protecting this investment with a mortgage protection policy, term life insurance, or whole li"
2026-01-29,Addition,Lakewood,OCEAN,502000,46407,"Given your recent home improvements, consider protecting your family and investment with a mortgage protection policy, a term life insurance plan, and Whole Life Insurance from New York Life to cover "
2026-02-02,Alteration,Mantoloking,OCEAN,475000,0,"With a recent home improvement project valued at $475,000, consider mortgage protection and life insurance to secure your family's financial future, or explore Whole Life Insurance for long-term wealt"
2026-01-29,New,Barnegat,OCEAN,408181,3619,Targeted mortgage protection and comprehensive life insurance from NYL can safeguard your family's future if the unthinkable happens. Pair that with Whole Life for long-term growth—perfect for a homeo
2026-01-29,New,Barnegat,OCEAN,408181,3665,Targeted mortgage protection with a $408K policy can safeguard your family. Pair it with Whole Life Insurance for long-term growth and liquidity. Protect what you've built in Barnegat NJ with New York
2026-01-30,New,Toms River,OCEAN,402000,2591,"New homeowner in Toms River, consider adding mortgage protection and a $402,000 term life policy to cover your new home's value, with the option to convert to whole life for long-term savings. Protect"
2026-01-30,New,Toms River,OCEAN,402000,2591,"New homeowner in Toms River NJ, consider protecting your $402,000 home with mortgage protection or a term life insurance policy. For long-term security, whole life insurance can build cash value. Cont"
2026-01-30,New,Toms River,OCEAN,402000,2591,"With a new home and $402K in permits, protecting your investment with mortgage protection term life, comprehensive whole life for estate planning, and a policy rider to cover unexpected expenses is cr"
2026-01-28,New,Toms River,OCEAN,350000,1,"Utilize this home improvement project to discuss mortgage protection and life insurance, ensuring your client's family is covered with a $350,000 term policy from NYL, complemented by a Whole Life opt"
2026-01-27,New,Lacey,OCEAN,336500,3105,"New Jersey homeowner, $336,500 home improvement project—protect what you've built with mortgage and life insurance from New York Life, plus consider our whole life options for long-term security. Let'"
2026-01-28,New,Manchester,OCEAN,253000,2464,"Targeted mortgage protection and whole life insurance can secure your family's future. With a $253k home improvement project, consider adding $300k in term life for 20 years and a Whole Life policy to"
2026-01-28,New,Manchester,OCEAN,253000,2464,"Targeted mortgage protection and life insurance, plus whole life options from NYL can secure your family's future with $253,000 in coverage. Schedule a call to review plans today."
2026-01-30,New,Eagleswood,OCEAN,214000,4280,"Targeted mortgage protection and life insurance for your new home in Eagleswood, NJ, starting at just $214/month with New York Life. Whole life options provide lifelong coverage and cash value growth."
2026-01-29,New,Toms River,OCEAN,185550,1120,"Targeted mortgage protection and whole life insurance from New York Life can safeguard your family's future if the worst happens. With a policy of at least $200,000, we can provide comprehensive cover"
2026-01-29,Alteration,Jackson,OCEAN,172000,0,"Given your recent home improvements and the value of your property, consider protecting what you've built with mortgage protection, life insurance, and a Whole Life policy to ensure your family's fina"
2026-02-04,New,Beachwood,OCEAN,157000,1652,"Beachwood homeowner, with a new $157,000 home permit, consider mortgage protection and whole life insurance from NYL to secure your family's future."
2026-01-27,Alteration,Lacey,OCEAN,147001,0,"Considering your recent home improvements and mortgage, a term life insurance policy can protect your family if something happens to you, while a whole life policy offers long-term financial security "
2026-01-30,New,Lakewood,OCEAN,140100,1,"Lakewood homeowner, with a recent $140K renovation, consider how mortgage protection and life insurance can secure your family's financial future, or explore Whole Life for growing wealth alongside pr"
2026-01-29,New,Lakewood,OCEAN,131000,1,"Lakewood homeowner, with your recent home improvement project, consider adding mortgage protection and life insurance from New York Life to secure your family's financial future, or explore whole life"
2026-01-27,Addition,Toms River,OCEAN,125000,207,"Given your recent home improvement project, consider protecting your investment with our mortgage protection and term life insurance, or explore a whole life policy that can grow alongside your assets"
2026-01-29,Alteration,Lakewood,OCEAN,125000,0,"With a recent $125,000 alteration permit, you're likely investing in your home's future value. Protect that investment and your family with Mortgage Protection Life Insurance, Whole Life for wealth ac"
2026-01-29,Addition,Toms River,OCEAN,121100,50,"Given your recent addition project, consider protecting your investment with mortgage protection and whole life insurance from New York Life. Safeguard your family's future and ensure financial stabil"
2026-01-28,Addition,Lakewood,OCEAN,117500,1065,"Given your recent home improvements and the value added with a $117,500 addition, consider protecting your investment with a mortgage protection policy and comprehensive life insurance. Whole life cou"
2026-01-30,Alteration,Jackson,OCEAN,103120,0,"Jackson homeowner, protecting your family's future with mortgage protection and whole life insurance from New York Life ensures your home is secure even if the unexpected happens. Protect what you've "
2026-01-29,Alteration,Mantoloking,OCEAN,98850,0,Targeted mortgage protection and life insurance from New York Life can provide financial security for your family if the unexpected happens. Consider our Whole Life policy to build cash value while sa
2026-01-29,Addition,Brick,OCEAN,96875,266,"Given the addition work, recommend a mortgage protection policy to cover the new debt and consider Whole Life Insurance for wealth accumulation, ensuring your family's financial security."
2026-01-29,Addition,Lakewood,OCEAN,85000,1559,"With a new addition on the horizon, consider mortgage protection and life insurance to secure your home's value, or explore whole life insurance for long-term financial stability."
2026-01-28,Alteration,Plumsted,OCEAN,84100,0,"Given your recent home improvement project and a mortgage of over $84,100, consider protecting what you've built with New York Life's term life insurance, which offers affordable coverage for your fam"
2026-01-30,Alteration,Jackson,OCEAN,80000,0,Targeted mortgage protection and comprehensive life insurance through New York Life can safeguard your family's financial future if the unthinkable happens. Pair that with our Whole Life Insurance for
2026-01-30,New,Woodbridge,MIDDLESEX,15608480,178560,"Targeted mortgage protection and life insurance, plus whole life options from NYL can secure your family's future with a $15,608,480 home in Woodbridge NJ. Schedule a call to review your needs."
2026-01-27,Alteration,Woodbridge,MIDDLESEX,2020000,0,"Given your recent home improvements valued at $2,020,000, consider adding Mortgage Protection Life Insurance to cover your mortgage if the worst happens. Whole Life Insurance can also provide cash val"
2026-01-27,Alteration,Carteret,MIDDLESEX,700000,0,"With a new home remodel valued at $700,000, consider adding mortgage protection and whole life insurance to secure your family's financial future. Contact me to review options that fit your needs."
2026-02-06,Alteration,Edison,MIDDLESEX,601249,0,"With a recent home improvement project costing over $600K, consider protecting your investment with mortgage protection and life insurance from New York Life, or the wealth preservation of our whole l"
2026-01-29,Alteration,Edison,MIDDLESEX,533560,0,"Given your recent home improvement project, consider protecting your mortgage investment with a $500,000 term life policy from New York Life. For long-term security, a Whole Life policy offers both de"
2026-01-29,Addition,Woodbridge,MIDDLESEX,496500,2317,"Targeted mortgage protection and life insurance from New York Life can help secure your family's future. With a $496,500 addition underway, consider Whole Life Insurance for comprehensive coverage and"
2026-02-06,New,Edison,MIDDLESEX,492000,3745,"Targeted mortgage protection and comprehensive life insurance solutions can safeguard your family's financial future. With a $492,000 home in Edison NJ, Whole Life from NYL offers cash value growth an"
2026-01-30,New,Edison,MIDDLESEX,436000,5166,"New homeowner in Edison NJ, with a recent $436,000 home improvement project, consider adding mortgage protection and whole life insurance to secure your financial future and protect your family's weal"
2026-02-04,Alteration,Edison,MIDDLESEX,372750,0,"Given your recent home improvement project and the value of your property, consider protecting it with Mortgage Protection Insurance and Whole Life from New York Life to secure your family's future."
2026-02-04,Addition,Metuchen,MIDDLESEX,352600,331,"Targeted mortgage protection and life insurance from NYL can secure your family's financial future, while a Whole Life policy builds cash value aligned with your home's growth. Protect what matters mo"
2026-01-27,Addition,Edison,MIDDLESEX,279000,7682,"Given your recent addition to the home, consider protecting it with mortgage life insurance and a whole life policy from New York Life for added financial security."
2026-01-29,Addition,Edison,MIDDLESEX,191000,2948,"With a new addition to your home valued at $191,000, consider mortgage protection and whole life insurance from New York Life to secure your financial future and protect what you've built."
2026-01-30,Alteration,Old Bridge,MIDDLESEX,180000,0,"Given your recent renovation, consider protecting your family with mortgage life insurance and a Whole Life policy from New York Life to ensure financial security in case of the unexpected."
2026-01-29,Alteration,South Brunswick,MIDDLESEX,178500,0,"Given your recent home improvement project, consider protecting your investment with mortgage protection and life insurance from New York Life, or explore our Whole Life options for a combined financi"
2026-02-05,Addition,Edison,MIDDLESEX,169000,717,"With a $169,000 addition underway, consider mortgage protection and whole life insurance to safeguard your home investment and family's future. Let's discuss how New York Life can help."
2026-01-30,Alteration,Metuchen,MIDDLESEX,167000,0,"Consider protecting your family with mortgage riders on your life insurance and a whole life policy from New York Life. If the worst happens, they'll cover your mortgage plus more."
2026-01-28,Alteration,Woodbridge,MIDDLESEX,165000,0,"New homeowner in Woodbridge? Protect your family with mortgage protection, life insurance, and whole life from New York Life to cover the $165,000 home improvement costs."
2026-02-06,Alteration,Edison,MIDDLESEX,162750,0,"Given your recent home improvements, consider protecting your mortgage investment with our mortgage protection term life and whole life options from New York Life. Both provide financial peace of mind"
2026-01-28,Addition,Old Bridge,MIDDLESEX,112700,303,"With a recent $112,700 addition to your home, mortgage protection and comprehensive life insurance can safeguard your financial future. Whole life insurance from New York Life offers both coverage and"
2026-01-27,Alteration,Monroe Twp,MIDDLESEX,104000,0,"Given your recent home improvement project and the significant expense involved, consider protecting what you've invested with a mortgage protection term life insurance policy, a whole life policy for"
2026-02-03,Addition,Edison,MIDDLESEX,95700,0,Targeted mortgage protection and life insurance from New York Life can secure your family's future. Consider our Whole Life policy for long-term financial security and potential cash value growth. Pro
2026-01-30,Addition,Metuchen,MIDDLESEX,91800,413,"Targeted mortgage protection and life insurance can secure your family's future. With a $91,800 addition in Metuchen, NJ, consider Whole Life from New York Life for comprehensive financial safety net."
2026-01-27,Alteration,New Brunswick,MIDDLESEX,90300,0,"New Brunswick homeowner, with a recent alteration permit for $90,300, consider adding mortgage protection and term life insurance to secure your family's future. For long-term security, our whole life"
2026-01-28,Alteration,Woodbridge,MIDDLESEX,87100,0,"Targeted mortgage and life insurance protection with NYL's term and whole life options can shield your family from financial upheaval if the worst happens, ensuring your home remains secure while cove"
2026-01-30,Alteration,Edison,MIDDLESEX,83000,0,Targeted mortgage and life insurance solutions can protect your family's financial future if the worst happens while you're building equity with that new home in Edison NJ. Whole life insurance from N
